Status,Address,S/A,Price,For Tax Year,Gross Taxes,Sold Date,Days On Market,Age,Area,Total Bedrooms,Total Baths,Lot Sz (Sq.Ft.),Floor Area -Grand Total,Original Price,List Price,Driveway Finish,Floor Area - Unfinished,GST Incl,Foundation,Floor Area Fin - Basement,Zoning,Parking Places - Covered,# Rms,No. Floor Levels,Frontage - Feet,Depth,Type,Public Remarks
S,2338 151A STREET,F52,"$1,101,800 ",2020,"$4,295.93 ",11/9/2020,3,33,South Surrey White Rock,3,2,"7,118.00","1,897","$1,099,900 ","$1,099,900 ",Aggregate,0,,Concrete Perimeter,0,RF,2,10,1,71.03,100.39,House/Single Family,"IMMACULATE RANCHER - Rarely do Rancher's like this come available. Located in a quiet cut-de-sac, spacious open floorplan, bright, meticulously maintained, located conveniently walking distance to all the amenities. Boasting almost 1900 sq ft with 3 spacious bedroom this is an absolutely superb floorplan. Some of the updated include, newer roof (2009), A/C, in-ground sprinklers, covered deck, updated master ensuite, annually serviced furnace, easy access crawlspace. Located a few steps from Trails into the Sunnyside Urban Forest, or turn right and you are at all amenities including Peninsula Village mall and all of the amenities."
S,1352 161B STREET,F55,"$1,101,800 ",2019,"$4,033.56 ",7/27/2020,7,35,South Surrey White Rock,3,3,"7,165.00","2,461","$999,900 ","$999,900 ",,0,,Concrete Perimeter,0,SF,2,9,2,73,122,House/Single Family,"An elegant and cozy home featuring 3 bedrooms and 3 bathrooms situated on a large 7,165 S.F. lot on a cul-de-sac. The home also features a well-maintained, private and beautifully landscaped SOUTH-facing backyard. The home features a spacious and very bright gourmet kitchen with granite countertops and stainless steel appliances. Hardwood floors can be found throughout the main floor and in the back, a well-designed deck for BBQ and outdoor living.  The home has a large driveway for lots of parking. Close to South Meridian Elemantary School and in the Earl Marriott Secondary."
S,65 172 STREET,F59,"$1,109,524 ",2019,"$2,000.00 ",8/12/2020,41,0,South Surrey White Rock,5,5,"3,758.75","2,881","$1,198,800 ","$1,198,800 ",,0,,Concrete Perimeter,963,RF10,6,16,3,31.8,118.11,House/Single Family,"A must must see... beautiful and very open concept plan, comes with 6 bdrms, 5 bath, gas fire place, full bath on main,living, dinning, fmly rm & spice kitchen. Top floor has 4 bdrms, 2 bath. Laundry rm with sink.  Basmt has two unauthorized suites, 1 bdrm each or you can rent out 2 bed suite and have a bachelor suite. Brand name appliances, light & plumbing fixtures, quartz counter tops,zbra blinds, dble glaze energy star lowy glass big windows , quality dust free laminate flooring, rough in for A/C., Alm, camera, vac, rv plug in garage, fully fenced yard, detached garage & lots of prking, covered porch and sundeck. , 2-5-10 yr wrnty. New school coming soon, near White Rock beach, golf course, park, US border. Easy to show, open house WITH APT Sat & Sun 2-4.PLEASE WEAR GLOVES & MASKS"
S,2910 160 STREET,F57,"$1,110,000 ",2020,"$4,245.00 ",11/22/2020,13,2,South Surrey White Rock,4,4,"3,438.00","2,600","$1,099,900 ","$1,099,900 ",,0,,Concrete Perimeter,888,RF-9,2,14,3,29.5,115,House/Single Family,"Welcome to Morgan heights, in desirable South Surrey White Rock, distinctive single family residence backing to permanent green space, radiant, hot water, heat on all three floors, 2600 sfts. House on 3438 sfts lots, coiffure 10' ceiling on main floor & 9' on top floor, detailed finishing job, covered sundeck with built in Napoleon stainless steel BBQ & sink, covered balcony off master bedroom, modern appliances, LED lights through, built in surveillance cameras, alarm system, unauthorized suite in basement, outstanding attention to details, walking distance to transit, Sunnyside Elementary school & minutes away Southridge private school & Grandview Mall."
S,16142 8A AVENUE,F55,"$1,112,500 ",2019,"$3,838.67 ",9/20/2020,112,31,South Surrey White Rock,3,2,"6,480.00","1,621","$1,290,000 ","$1,190,000 ",,0,,Concrete Perimeter,0,RES,2,10,1,61,115,House/Single Family,"AMAZING LOCATION ! This beautiful fully renovated home is located in a quiet cul-de-sac in a fantastic neighborhood! It's walking distance to White Rock Beach and boutique shops. Fabulous open floor plan! (List of updates in docs) It also has a spacious backyard and sandbox which kids and pets will love. Vinyl windows, newer roof, large living and dining room. Also includes a cozy gas fireplace, all white updated kitchen and stainless steel appliances. Features a huge partial covered deck and huge yard great area for BBQs and entertainment. All new fence, high-efficiency heating and water system plus water filter very cooling in the summer. Large family room and wait til you see the secret wall closets. Don't miss this beauty! HOUSE SEPT 20TH  Sunday - 2:30  - 4:30 pm"
S,14661 36A AVENUE,F55,"$1,115,000 ",2019,"$4,114.20 ",6/22/2020,118,10,South Surrey White Rock,4,4,"4,196.00","3,481","$1,238,000 ","$1,238,000 ",,0,,Concrete Perimeter,0,CD,2,13,3,46,96,House/Single Family,Beautiful 3 storey home well cared for and shows like new. Bright outlook to small park and no neighbour to the West brings in lots of light and affords privacy. Beautiful designer kitchen is perfect for family gatherings! Front sitting room complimented by spacious living room and dining room. Large upstairs master bedroom with spa-like ensuite and large walk-in closet. Rooms for the kids share a Jack and Jill bathroom. Huge basement wide open for your ideas with supporting bedroom. Rarely used and like new. Separate entrance! Best location in housing area with no neighbour to the North side and backing onto neighbourhood green space. Excellent Semiahmoo school catchment. Lovely home for your family! Call for full package.
S,38 172 STREET,F59,"$1,119,047 ",2019,"$2,261.13 ",6/29/2020,42,0,South Surrey White Rock,6,6,"3,791.00","2,958","$1,198,900 ","$1,198,900 ",,0,,Concrete Perimeter,0,RF-10,2,17,3,30,126,House/Single Family,"Welcome to this Brand new home with fully functional floor plan built by the reputable builder. Main Floor offer wide open living ,dinning , den and full bathroom , Family room with big windows , Kichen and spice kitchen with lot of cabinets and highend stainless steel appliances . Top floor with total 4 bedrooms 3 full bathrooms 2 of them are master bedrooms Lower level finished with media room with wet bar & full bath and 2 bedroom basement with separate entrance and en suite laundry. Don't miss the opportunity to own."
S,14065 18 AVENUE,F52,"$1,120,000 ",2019,"$4,215.68 ",9/19/2020,11,39,South Surrey White Rock,4,3,"6,032.00","1,970","$1,190,000 ","$1,190,000 ",Concrete,0,,Concrete Perimeter,0,RF,2,7,2,59,101,House/Single Family,"THE PERFECT FAMILY HOME! Situated in the beautifully appointed Ocean Bluff neighbourhood, this updated 4 bedroom home boasts upgrades throughout. Vaulted ceilings in the living room and attention to detail create a grand impression. This charming residence is steps to Bayridge Elementary School and is in the Semiahmoo Secondary School catchment. Close proximity to the South Surrey Sports fields, Recreation pool and Semiahmoo mall and restaurants.......SOLD FIRM"
S,3429 152B STREET,F58,"$1,120,000 ",2019,"$4,535.17 ",6/3/2020,2,18,South Surrey White Rock,3,3,"3,466.00","3,026","$1,149,900 ","$1,149,900 ",,657,,Concrete Perimeter,354,CDZ,2,12,3,44,,House/Single Family,"Beautiful Foxridge house situated in Rosemary Heights, this neighborhood is a great place for you and your family.Freshly painted throughout including the exterior, very well maintained, 2369 sq. ft home with unfinished basement, ready to be customized to your families needs. Featuring 3 bedrooms on upper level including large sized Master Bedroom with vaulted ceilings, walk in closet and large sized ensuite. 2 more large sized bedrooms with jack and jill backroom. Main floor features a spacious floor plan, bright with lots of natural window light throughout. Fully fenced backyard with deck, perfect for relaxing or entertaining. Fabulous neighborhood close to Rosemary Heights Elementary, parks, shops, easy highway access while still enjoying everything this quiet neighborhood has to offer."
S,13735 BLACKBURN AVENUE,F54,"$1,125,000 ",2019,"$5,287.73 ",10/12/2020,81,56,South Surrey White Rock,2,2,"7,921.00","1,712","$1,229,000 ","$1,186,000 ",Asphalt,0,,Concrete Perimeter,0,SFD,1,8,1,60.1,131.8,House/Single Family,"Cosy, updated rancher on a big lot. Great investment property. 2 bedrooms and den. Picture windows look out on to beautiful landscaped yard and patio. Huge windows and and skylights fill the home with light. Shaker style maple cabinets and butcher block counters. Well maintained, updated home with a new roof and hot water tank. A beautiful home in a great neighbourhood."
S,2189 166 STREET,F57,"$1,127,000 ",2019,"$5,112.21 ",6/13/2020,10,3,South Surrey White Rock,5,4,"2,713.00","2,381","$1,148,000 ","$1,148,000 ",,0,,Concrete Perimeter,0,RF,2,9,3,30,90.43,House/Single Family,"Edgewood Gate by Foxridge Homes. The house has been well maintained and seldom used, seller was traveling a lot and has done many updates to this home since purchase, spent about $30K on updates. Wood flooring throughout house, gas stove, re-done front and back yard landscaping.  Walking distance to the new Grandview Aquatic centre, park & future elementary school."
S,15471 ROPER AVENUE,F54,"$1,127,000 ",2019,"$5,133.41 ",6/14/2020,96,43,South Surrey White Rock,4,3,"8,201.00","2,006","$1,268,000 ","$1,159,000 ",,0,,Concrete Perimeter,0,SFD,2,10,3,62,132,House/Single Family,"YOUR SEARCH IS OVER! This beautifully updated home has gone through extensive updating in and out!. Boasting 4 bedrooms, 3 baths this picture perfect family home has it all. Interior updates include kitchen with maple shaker cabinets, granite counters, stainless appliances, millwork, lighting and flooring throughout the wide open plan. Exterior updates include shake shingle siding, gorgeous stonework wrapping the side by side insulated garage, windows and second to none landscaping carefully utilizing natural stone throughout.A sun drenched backyard offers a large deck off the dining area and a covered area as well all encompassed in a private fenced yard with a large shed. School catchments are WhiteRock Elementary (Fine Arts Program) & Semiahmoo Secondary (IB program)."
S,61 172 STREET,F59,"$1,128,570 ",,"$2,000.00 ",6/3/2020,89,0,South Surrey White Rock,6,5,"4,286.00","2,949","$1,219,000 ","$1,219,000 ",,0,,Concrete Perimeter,983,RF10,2,17,3,26.9,36M,House/Single Family,"A MUST SEE... BRAND NEW OPEN CONCEPT CORNER GORGEOUS HOME WITH 6 BDRMS, 5 BATH, GAS FIREPLACE, DINING LIVING AND LARGE FAMILY ROOM WITH BEAUTIFUL BIG KITCHEN AND ALSO A BONUS SPICE KITCHEN AND A FULL BATH ON MAIN. ALSO HAS TWO UNAUTHORIZED SUITES WITH LAUNDRY ROUGH IN, CORNER LOT, BRAND NAME APPLIANCES, LIGHT & PLUMBING FIXTURES, QUARTZ COUNTER TOPS, ZEBRA BLINDS, DOUBLE GLAZE ENERGY STAR LOWY GLASS BIG WINDOWS, QUALITY DUST FREE LAMINATE FLOORING, ROUGH IN FOR A/C, ALARM, SECURITY CAMERA, VAC, EV PLUG IN GARAGE, FULLY FENCED YARD DETACHED GARAGE & LOTS OF PARKING, COVERED PORCH & SUNDECK. MOVE IN READY, 2-5-10 YR WARRANTY. NEW SCHOOL COMING SOON, NEAR WHITE ROCK BEACH, GULF COURSE, PARK, BORDER. EASY TO SHOW BY APT, OPEN HOUSE ON HOLD"
S,12658 19 AVENUE,F53,"$1,129,000 ",2019,"$4,118.24 ",8/7/2020,1,40,South Surrey White Rock,3,3,"7,181.00","1,982","$1,149,000 ","$1,149,000 ",,23,,Concrete Perimeter,0,SFR,2,12,3,60,119,House/Single Family,"Well maintained home with a private, south-facing backyard complete with a new oversized composite deck. Gas hook-up for your barbecue and plenty of room for outdoor entertaining, or just relaxing in your private oasis. The home has been lovingly maintained. Upgrades include renovated downstairs powder room, renovated kitchen with gas range, stainless appliances and granite countertops. Living and dining room feature lofty vaulted ceilings, new hardwood flooring and a gas fireplace. Large functional laundry room and a den that can be your office/hobby room. Upstairs you will find three generous sized bedrooms and two full bathrooms. Newer roof, gutters, HE furnace, light fixtures and window coverings are the icing on the cake. Walking distance to shopping, restaurants, transportation."
S,15816 29A AVENUE,F57,"$1,130,500 ",2019,"$4,452.13 ",7/8/2020,35,5,South Surrey White Rock,5,4,"3,372.00","2,575","$1,199,800 ","$1,199,800 ",,0,,Concrete Perimeter,875,RF-9,2,12,3,39,,House/Single Family,"Immaculate 5 Bedrooms, 4 Bathrooms home by Foxridge Homes! This Stunning Open Concept & Functional Floor Plan Features: Gourmet Kitchen with grand island, Stainless Steel Appliances, Custom White Cabinets, Quartz Countertops, Pantry and plenty of upgrades. Step out to a South facing private yard perfect BBQ's and Entertaining off the main floor level.  Upstairs Features: Spacious Master Bedroom with Vaulted Ceilings, Walk-In Closet and Ensuite. Two more additional Bedrooms up and Laundry Room. Fully Finished Basement with Massive Recreation Room and 2 more Bedrooms. This Perfect family home is located in the Heart of Grandview, steps to many Boutiques, Shops, Grocery Stores, Restaurants and Parks. Walking distance to prestigious Southridge Private School and Sunnyside Elementary."
S,17182 3A AVENUE,F59,"$1,135,000 ",2019,"$5,214.45 ",7/26/2020,4,8,South Surrey White Rock,5,4,"3,444.00","2,916","$1,149,800 ","$1,149,800 ",,0,Yes,Concrete Perimeter,0,SFR12,2,15,3,44.7,78.13,House/Single Family,"Incredible Value here with 5 bedrooms and office plus 5 bath home in popular Summerfield. Souht backyard, walk to Peace Portal Golf Course for Golf or snacks. Top notch finishing with delux cabinets, granite countertops, 10'ceiling on main, extensive wainscoting and detailed mouldings along with engineered harwood and plush carpeting. 1 bedroom legal suite(could become a 2 bedrooms suite wtih converting Media room to a BDRM). Huge Masterbedroom with Vaulted ceilings/laundry upstairs. Fenced, landscaped, BI Vacuum/Security and all this with GREAT NEIGHBOURS!"
S,2140 165B STREET,F57,"$1,138,000 ",2019,"$4,369.05 ",7/12/2020,50,3,South Surrey White Rock,4,4,"2,713.00","2,600","$1,188,000 ","$1,148,000 ",,0,,Concrete Perimeter,0,RF-9,,15,3,30,90,House/Single Family,"MOVE IN READY! 4 bedrooms, 4 bathrooms, featuring 2600 SQ FT including a finished one bedroom legal suite (with separate entrance & parking pad)! Large Kitchen with walk-in pantry, open concept dining, living room and flex room along with a covered deck off the main floor. DOUBLE CAR DETACHED GARAGE with additional parking (front of the house). SS appliances, air conditioning system, alarm system, built in dining hutch with bar fridge, custom blinds, finished garage with overhead storage units + upgraded lights and a gym/flex space downstairs. Three spacious sized rooms upstairs and double sinks and oversized shower in the Master. Upgraded back yard with artificial turf."
S,12 172 STREET,F59,"$1,138,095 ",2019,"$2,000.00 ",7/14/2020,176,0,South Surrey White Rock,6,5,"3,811.00","2,892","$1,199,900 ","$1,199,900 ",Concrete,0,,Concrete Perimeter,0,SURREY,2,18,3,30.18,38.486,House/Single Family,"A must see...built by an experienced builder...BRAND NEW OPEN CONCEPT GORGEOUS home with 6 bdrms, 5 bath and gas fireplace, (1 bdrm on the main flr with full bath). Top flr has 3 bdrms, 2 bath, lndry rm. comes with 2 bdrm legal suite and a unauthorized bachelor suite as mtge helper. Brand name appliances, lights & plumbing fixtrs qrtz counter top, zebra blinds. Dble glaze, energy star & lowy glass big windows, quality dust free laminate floor. Rough in for a/c., alrm, security camera, vac. EV plug in garage, fully fenced yd, detached garage & lots of prking, covered porch and sundeck.2-5-10 yr wrnty. New school coming up, glf course, 5 minutes to border & White Rc beach. Easy to show, open house sat-sun WITH APT please confirm also can be shown by apt any time. PLEASE WEAR GLOVES & MASKS"
S,1550 MAPLE STREET,F54,"$1,139,000 ",2019,$0.00 ,9/11/2020,46,49,South Surrey White Rock,4,2,"7,758.00","2,828","$1,139,000 ","$1,139,000 ",Asphalt,748,No,Concrete Perimeter,0,RS-1,3,11,2,60.7,127.8,House/Single Family,"The absolute trifecta here! PERFECT starter home, investment property or lot for future dream home! This property boasts a 7700 sq ft lot on a quiet street walking distance to schools, the hospital and quick access. Property has a well build 750sq ft detached garage in the rear, ample parking, surrounded by 2 newer large homes this property is perfect for your new home idea. If you are planning a long term strategy the rental income, and potential for more income makes this very attractive to build on! Main level has almost 1200 sq ft of living space that can easily fit a large family! Don't miss out book your private tour today!"
S,13381 15B AVENUE,F53,"$1,140,000 ",2019,"$5,323.00 ",9/28/2020,74,39,South Surrey White Rock,5,3,"13,961.00","3,246","$1,299,900 ","$1,299,900 ",,0,,Concrete Perimeter,0,RF,2,16,2,105.9,166,House/Single Family,"Welcome to this cozy South facing home nestled on a 1/3 Acre lot in Ocean Park. The 1/3 Acre lot is a very private setting at the end of a quiet cul-de-sac currently zoned RF. This allows you build a 8000+ SQFT dream mansion! The home features 3,246 sqft of living space on 2 floors. There are 3 bdrms & 2 bthrms along with a Main: living, dining, office, kitchen, new bthrm, mstbrm w/3pce ensuite on the main. And the basement includes a 2 bdrm suite with a separate entrance. The location is just a few steps away from many amenities: White Rock town center, crescent beach & marina, White Rock Pier, and tons & tons of shopping and restaurants. The school catchment is Ray Shepherd Elementary, Laronde Elementary & Elgin Park Secondary."
S,13180 AMBLE GREEN CLOSE,F53,"$1,140,000 ",2019,"$4,688.53 ",6/16/2020,97,37,South Surrey White Rock,3,2,"10,280.00","1,708","$1,349,900 ","$1,199,000 ",Concrete,0,,Concrete Slab,0,RH-G,2,10,1,68,Irregular,House/Single Family,"Set away on a quiet Close this 1714 square foot rancher is well kept but needs updates. There is green belt across the street and down the left side. Recent improvements in the last 6 years include a roof and furnace. The home is set on a 10,000 plus square foot treed and very private lot in sought after Amble Wood Greene. The family room has a brick fireplace with a wood burning insert plus there is a gas fireplace in the living room. The spacious kitchen has an eating area with sliding doors to the rear patio. Large master bedroom with ensuite and sliding doors to the rear yard. A great location for family home, less than 900 feet to Laronde French Immersion elementary school front door through the park. Check out the overhead map in photos. Close to public transportation."
S,2517 168 STREET,F57,"$1,140,000 ",2020,"$4,300.00 ",11/1/2020,55,0,South Surrey White Rock,5,5,"3,560.00","2,920","$1,140,000 ","$1,140,000 ",,0,No,Concrete Perimeter,0,RF-10,2,12,3,,,House/Single Family,"Magnificently crafted newly built residence. This gorgeous home boasts 2920 sqft on three spacious levels, sitting on a huge 3560 sqft lot. The Collection at ORCHARD GROVE is a rare single family development that comes around once in a life time. Built by an award winning builder in IKONIK Homes and finished with quality materials including hardwood flooring, custom designer kitchen and lighting, jaw dropping staircase & MORE. 4 Bedrooms + Den & 5 Bathrooms, 1 huge kitchen, and B/I security."
S,2857 160A STREET,F57,"$1,140,000 ",2019,"$4,298.76 ",8/3/2020,34,8,South Surrey White Rock,4,4,"2,713.00","2,541","$1,198,000 ","$1,198,000 ",,0,,Concrete Perimeter,0,RF-9,2,12,3,30,90,House/Single Family,"Welcome to this beautiful Foxridge built home at Morgan Heights. This gorgeous home boasts a private, West exposure yard. Quality built home features an open floor plan, hardwood floors on the main, high-end finishings throughout. Many upgrades incl crown moulding, surround sound, Custom window coverings. Den on the main floor. Open kitchen, dining and Great room.The oversized kitchen includes custom cabinets, Silestone counters, stainless steel appliances. Large master suite, with walk in closet & lg ensuite. 2 more bdrms up with a Jack & Jill bath.  Bsmt is finished with separate entrance. Games room, bar area bedroom, bath & den. Lots of possibilities.  Sunnyside Elementary, Southridge School. Semiahmoo Secondary catchment. Quick possession!"
S,1556 129 STREET,F53,"$1,140,000 ",2019,"$4,229.75 ",10/13/2020,53,45,South Surrey White Rock,3,2,"7,302.00","1,627","$1,249,000 ","$1,159,900 ",,0,,Concrete Perimeter,0,RF,1,9,1,78,,House/Single Family,"Ocean Park rancher featuring 3 bedrooms and 2 bathrooms on a private, quiet cul-de-sac street. Featuring 1627 sf and a fantastic layout with large rooms. Flat and level walk to Ocean Park shops including Safeway, Banking, pub, coffee shops and Fun Fun Park. Renovate or Build opportunities available, can renovate or build to suite."
S,14945 34B AVENUE,F58,"$1,140,000 ",2019,"$4,231.64 ",7/17/2020,9,13,South Surrey White Rock,6,5,"3,519.00","3,355","$1,149,900 ","$1,149,900 ",,0,,Concrete Perimeter,"1,089",RES,2,18,3,44,80,House/Single Family,"Welcome to Rosemary Heights West. This spacious 6 bedroom family home is located in a quiet cul-de-sac next to greenspace and local walking trails. Enjoy the large sized rooms with high and vaulted ceilings throughout the home. Lots of beautiful finishing details with crown moldings and large windows throughout. A large chef's kitchen featuring granite countertops, gas range, stainless steel appliances and a large sized island with a bonus SPICE kitchen. The basement features a fully functional 2 bedroom mortgage helper below. 4 bedrooms on upper level including the master bedroom with a walk in closet and spa inspired bathroom. Basement includes another bedroom or could be used as a media room. Lots of parking and a fully fenced backyard that is ready for your ideas."
S,26 172 STREET,F59,"$1,142,000 ",2019,"$2,609.67 ",8/1/2020,155,0,South Surrey White Rock,5,5,"3,791.00","2,900","$1,198,000 ","$1,195,000 ",,0,No,Concrete Perimeter,988,RF 10,2,16,3,30,,House/Single Family,"Designer finished new home located in a very high demand area of south Surrey / White Rock. The main floor features a den (or 4th bedroom), full bath, Laundry,laminate flooring,and a gorgeous kitchen with a large island and high end black stainless steel Samsung appliances. This luxury home has zebra blinds, roughed in cameras, and A/C,, roughed in security system and built in vacum. With  2 Zone (main house and basement) air heat furnace. Detached garage is full size (420 sqft) with lots of open parking. Ready to move in."
S,15870 29A AVENUE,F57,"$1,143,000 ",2019,"$4,461.70 ",7/7/2020,120,5,South Surrey White Rock,4,4,"3,480.00","2,558","$1,038,000 ","$1,198,000 ",,0,,Concrete Perimeter,860,RF-9,,10,3,29,,House/Single Family,"Build by FOXRIDGE.This was developer's show home,a lot of upgrades including huge built-in bookcase with desk etc... Nice main floor with modern kitchen, half washroom, flex room and exit to back patio. Upstairs, you'll find the generous master with walk-in closet , along with 2 other bedrooms and laundry room.South facing sunny back yard with detached two car garage. House located in walking distance to Sunnyside Elementary and shopping."
S,2561 168 STREET,F57,"$1,145,000 ",2019,"$2,963.27 ",6/16/2020,74,1,South Surrey White Rock,5,5,"3,629.00","2,920","$1,145,051 ","$1,145,051 ",,0,Yes,Concrete Perimeter,971,RF10,2,15,3,29.5,122,House/Single Family,"This luxurious brand new 2 story with basement home features a cozy patio for some summer time fun along with a spacious kitchen and a media room for the wild movie nights. Minutes away from public transit, Morgan Crossing Shopping Outlets, Pacific Heights Elementary, Earl Marriott Secondary, and Grandview Heights Aquatic Center. Moreover, Grandview Heights Secondary School currently under construction. Basement includes a 2 bedroom suite with a nice kitchen and separate entry. Private showings by appointment. Call now to book!"
S,14696 36A AVENUE,F55,"$1,145,000 ",2020,"$3,524.37 ",9/7/2020,12,10,South Surrey White Rock,4,4,"3,405.00","2,604","$1,198,000 ","$1,198,000 ",,0,,Concrete Perimeter,0,SFRES,2,10,3,31,104,House/Single Family,"Gorgeous quality built home in the perfect Anderson Walk community! This stunning open concept & functional floor plan features gourmet kitchen with grand island, stainless steel appliances, high vaulted ceilings on the main & upper level, maple hardwood flooring, heat pump A/C and plenty of upgrades. Welcoming sunny brand-new large deck in the South facing private yard perfect bbq and entertaining with detached 2 car garage & 2 additional parking! Fully finished basement with massive recreation room & one bedroom easily converted into a rental suite with separate entrance. Steps to many Boutiques, Shops, Grocery Stores, Restaurants and Parks. Best Semiahmoo Secondary catchment. Perfect for a growing family! OPEN HOUSE Sunday August 30 2-4pm!"
S,13535 15 AVENUE,F53,"$1,145,000 ",2019,"$4,439.99 ",7/14/2020,36,45,South Surrey White Rock,4,3,"9,363.00","2,175","$1,248,000 ","$1,225,000 ",Asphalt,0,,Concrete Perimeter,0,SF,1,11,2,72.01,129.95,House/Single Family,"Ocean Park! Fantastic 9,363 sq. ft. flat level lot, with 72 foot frontage. Sunny private northern exposed rear yard. 1 block to Ray Shepherd Elementary School and transit to Elgin Park Secondary School. Blocks to beach and Ocean Park Shopping Centre. Well maintained 2,175 sq. ft. split entry plan. Main floor living, 3 bedrooms, 2 full baths, includes 3 piece ensuite. Basement games room, 4th bedroom, office and 3 piece bath, laundry. Features 10 year roof, 2 updated gas fireplaces, flooring, backyard deck. Live in, rent out or build, in changing area of new homes."
S,2869 160A STREET,F57,"$1,145,000 ",2019,"$4,308.35 ",8/19/2020,20,8,South Surrey White Rock,4,4,"2,841.00","2,477","$1,198,000 ","$1,178,000 ",,0,,Concrete Perimeter,0,SFRES,2,10,3,29,96,House/Single Family,"This move-in ready home is in the perfect location for a family seeking a walkable neighbourhood and convenient access to schools and shops. This 4-bedroom, 4-bathroom property by Foxridge Homes is steps from Sunnyside Elementary, and only a few blocks from Oliver Park and Southridge Independent School. Enjoy the convenience of having The Shops at Morgan Crossing, Grandview Corners and Grandview Heights Aquatic Centre nearby, as well as the new and nearly complete Grandview Heights Secondary (scheduled to open in Sept. 2021). The home itself features hardwood floors, Caesarstone and marble countertops, a vaulted ceiling in the master bedroom, and a fully finished basement with separate entrace. An adjacent green belt provides extra privacy and bonus green space."
S,2581 128A STREET,F53,"$1,148,000 ",2020,"$4,057.42 ",11/15/2020,6,9,South Surrey White Rock,4,4,"2,781.00","2,260","$1,198,000 ","$1,198,000 ",Aggregate,0,,Concrete Perimeter,771,RF-9,1,10,3,30,92.7,House/Single Family,"CRESCENT PARK HEIGHTS! This well maintained 4 bedroom family home is located in a quiet cul-dal-sac right beside 128 acres Crescent Park with 2.9 km trails. Minutes walk to Ocean Park Village, library, Crescent beach and transit. The main floor features a formal living room, open concept White Cabinet kitchen equipped with VIKING appliances, granite countertops and pantry, nearby great room adjoins the dining area, opens onto a sundeck. Upstairs, three generous sized bedrooms including a Master bedroom with vaulted ceiling, window seat, 5 pieces bathroom and a walk-in closet. Below, open theatre room just off the stairs, a large recreation room with a guest room and full bathroom, separate access from the back yard (rental potential). Extensive use of hardwood floors, mouldings & casings."
S,14721 34A AVENUE,F55,"$1,149,000 ",2019,"$4,081.51 ",9/23/2020,15,7,South Surrey White Rock,6,4,"3,735.00","2,649","$1,168,000 ","$1,248,800 ",,0,,Concrete Perimeter,824,RES,2,16,3,0,,House/Single Family,"Custom built 5 bdrm + den /4 bath 3-level family home. Home showcases beautiful craftsmanship throughout without any space wasted with 10'ft high Ceiling. Brand new engineered hardwood floor in stairs. Gourmet kitchen with S/S appliance. NEWER LG washer/dryer installed. Spacious deck/rec. room for the family and guest to hang out. AND mortgage helper too. Updated basement and added solarium area gives you many different way to utilize the space. Rough-In for A/C and Vacuum. Located quiet culde-sac, backing onto Anderson Creek greenbelt. Great school catchment for the children (Elgin Secondary & Semiahmoo Trail Elementary). Close to shopping, transit and easy access to the highway."
S,2680 124B STREET,F53,"$1,150,000 ",2019,"$4,365.84 ",9/26/2020,4,72,South Surrey White Rock,2,1,"7,987.00",949,"$1,150,000 ","$1,150,000 ",,0,,Concrete Perimeter,0,RF,1,7,1,66,121,House/Single Family,"LOCATION LOCATION LOCATION, 5 min walk from Crescent Beach. Build your 2 story dream home on this huge 8000 square foot lot, and live a lifestyle full of luxury. This home has a lot of natural light coming through the windows. it is surrounded by a lot of new houses in the area. Opportunities like this, don't come that often in this neighbourhood!"
S,14971 SOUTHMERE PLACE,F52,"$1,150,000 ",2019,"$4,455.30 ",7/27/2020,133,38,South Surrey White Rock,3,3,"6,368.00","1,828","$1,188,800 ","$1,188,800 ",,0,,Concrete Perimeter,0,SFD,2,9,2,10,10,House/Single Family,"Perfect family home in South Surrey's ideal neighbourhood. Quick walking distance to Semiahmoo Secondary & Located on a cul-de-sac; this home offers a great floor plan, hardwood on the main, with both formal living and dining, as well as a spacious family room and kitchen/nook overlooking a deck and expansive park like back yard. Three bedrooms up and one of the large room can be converted to the 4th bedroom is needed. Roof redone approximately in 2007. Great RV, boat or trailer parking as well as double garage."
S,1150 163B STREET,F55,"$1,150,000 ",2019,"$3,909.93 ",9/3/2020,30,34,South Surrey White Rock,4,3,"7,245.00","2,396","$1,190,000 ","$1,190,000 ",,0,,Concrete Perimeter,0,RF(R),2,12,2,97,,House/Single Family,"Wonderful family home in private Cul De Sac.  Very central area in South Surrey, close to transit, shopping and beaches.  Great yard for family and possible suite down, this property has everything.  Do not hesitiate.  View Now!"
