Status,Address,S/A,Price,For Tax Year,Gross Taxes,Sold Date,Days On Market,Age,Area,Total Bedrooms,Total Baths,Lot Sz (Sq.Ft.),Floor Area -Grand Total,Original Price,List Price,Driveway Finish,Floor Area - Unfinished,GST Incl,Foundation,Floor Area Fin - Basement,Zoning,Parking Places - Covered,# Rms,No. Floor Levels,Frontage - Feet,Depth,Type,Public Remarks
S,82 1840 160 STREET,F55,"$73,000 ",2019,$192.64 ,7/2/2020,27,47,South Surrey White Rock,2,1,0,708,"$75,000 ","$75,000 ",,0,,Concrete Slab,0,MHP,,4,1,,,Manufactured,"Very affordable mobile home in popular Breakaway Bays in South Sry. This home comes with fridge, stove, washer, dryer and drapes. Spacious master bedroom with built in closet. No age restriction here and 2 pets allowed. Size limit is 20 to neck. Fully equipped clubhouse, heated outdoor pool, Close to Morgan Crossing for shopping and scenic walking paths and parks. You won't find a better home for this price near White Rock. One large shed and two smaller ones for storing tools etc."
S,79 1840 160TH STREET,F55,"$131,000 ",2019,$247.93 ,8/2/2020,6,45,South Surrey White Rock,2,1,0,768,"$135,000 ","$135,000 ",,0,,Concrete Block,0,MHR,1,5,1,,,Manufactured,"BREAKAWAY BAYS Family park in southsurrey 2 pets ok. 2 bedroom home with good size yard. Breakaway Bays has out door pool, club house for birthdays or family gatherings with pool table and shuffle bored, exercise room. minutes from white rock beach, US border, shopping and transit. Call for private viewing."
S,283 1840 160TH STREET,F55,"$135,000 ",2019,$440.90 ,6/1/2020,7,40,South Surrey White Rock,3,2,0,"1,260","$139,000 ","$139,000 ",,0,,Concrete Block,0,MHR,1,6,1,,,Manufactured,"nicely updated home in Breakaway Bays. 3 bedroom 2 bathroom home in family park, pets ok with restrictions. close to all shopping, White Rock  beach and US border. Pad rent $972 per month. Home has silver label. Don't be shy call today."
S,183 1840 160 STREET,F55,"$145,000 ",2019,$140.92 ,6/21/2020,13,45,South Surrey White Rock,2,1,0,860,"$149,900 ","$149,900 ",,0,,Concrete Block,0,MHR,1,4,1,,,Manufactured,"Breakaway Bays in South Surrey. Nice family park with out door pool, club house and small gym. nicely updated          2bedroom 1 bathroom home - New kitchen, floors and paint. 2 pets ok  and pad rent is $1027 per month. don't be shy call me today.."
S,282 1840 160 STREET,F55,"$150,000 ",2019,$354.64 ,7/25/2020,1,39,South Surrey White Rock,3,2,0,"1,240","$159,900 ","$159,900 ",,0,,Concrete Block,0,MHR,1,7,1,,,Manufactured,"Breakaway Bays-family park, 2 pets ok. well maintained home- roof only 4yrs old, hwt  4yrs old and  furnace was replaced 11yrs ago. 3 bedroom 2 bathroom home 1200sq.ft with good size yard in great location in the park. call today for showing wont last long."
S,67 1840 160TH STREET,F55,"$167,500 ",,$408.95 ,9/23/2020,35,46,South Surrey White Rock,2,1,0,764,"$195,000 ","$180,000 ",,0,,Concrete Block,0,MHR,1,4,1,,,Manufactured,"Breakaway Bays. Family park 2 pets ok with restrictions. This home is 10/10 completely renovated from top to bottom. Great location in the park. New kitchen & appliances, Floors, Thermal double pain windows, Bathroom and list go's on.  Park has club house, Exercise center and out door pool. Book your private showing today."
S,245 1840 160 STREET,F55,"$175,000 ",2020,$573.78 ,11/18/2020,8,35,South Surrey White Rock,2,2,0,"1,248","$192,000 ","$185,000 ",Asphalt,0,,Other,0,MHP,1,8,1,,,Manufactured,"One of S.Surrey's lowest priced homes & currently lowest price per sq ft listing of any in Breakaway Bays. This large 24x52 doublewide has lots of liv space w/ kitch & din rms offering plenty of cupboard & cabinet storage. Spacious liv rm features vaulted ceiling & cozy free-standing gas f/p, family rm has a slider that opens to 21'2x11'9 deck, master ensuite boasts an oversize soaker tub & separate vanity desk, laundry rm can double as utility/hobby rm. Home sits on a quiet, well-manicured lot w/ an abundance of trees & shrubs & has loads of front & rear yard space. Tons of extra storage under the home & 10x14 shed. Breakaway Bays features a fully equipped clubhouse, heated outdoor pool, scenic walking paths & park areas. No age rest, 2 pets allowed w/rest. Easy to view, quick possession."
S,241 1840 160 STREET,F55,"$175,000 ",2019,$185.95 ,9/14/2020,28,46,South Surrey White Rock,3,2,0,"1,100","$174,900 ","$174,900 ",,0,,Concrete Block,0,MHR,2,6,1,,,Manufactured,"Breakaway Bays - South Surreys hidden little secret. 3 bedroom 2 bathrooms, double wide on largest lot in the park. Newer appliances, hot water tank, furnace, Acorn stair lift, large 8'*20' storage shed and 3 raised garden beds. Family park and bring your pets, 2 pets ok with restrictions. Don't be shy call today!!"
S,326 1840 160 STREET,F55,"$185,000 ",2020,$297.14 ,10/7/2020,47,40,South Surrey White Rock,2,1,0,924,"$209,000 ","$199,000 ",Asphalt,0,,Concrete Slab,0,MHP,1,7,1,,,Manufactured,"Beautifully updated home. Nicely updated with quality and attention to detail. The kitchen has lots of storage, quartz counter tops, stainless appliances. Newer hot water tank. Gas fireplace in the living room, patio doors to the covered deck. 2 generous sized bedrooms, with large closets. Side by side laundry. Furnace previously updated. Hobby room off the deck is heated and would make a great home office. There is a fantastic Amenities room & an outdoor pool. No age restriction, No rental restriction, pet under 17 at shoulder allowed. Pad fee is $1012/Month and includes, water, sewer, garbage and taxes on the land. This is a great condo/townhouse alternative. wonderful opportunity for first time home buyers, or downsizers."
S,13 1840 160 STREET,F55,"$194,000 ",2019,$383.39 ,11/26/2020,79,47,South Surrey White Rock,2,2,0,"1,056","$250,000 ","$199,000 ",,0,,Concrete Block,0,MHR,1,7,1,,,Manufactured,"A beautiful residence at Breakaway Bays. This is a 2 bedroom, 2 full bathroom home that has been very well cared for. Recent upgrades include new appliances, new kitchen cabinets, laminate flooring, updated bathrooms, outside stairs, newer roof and storage solutions. The location within the complex is great. Also making this an easy choice is the amazing outdoor pool, exercise centre and clubhouse. Breakaway Bays has a great community of neighbours, close to shopping (Morgan Crossing) and other amenities and very close to the Border. No age restriction. Pets are allowed with some restrictions. Pad rental, $1,055.40/ mo., includes electric, water, sewer and access to amenities."
S,206 1840 160 STREET,F55,"$200,000 ",2019,$241.86 ,9/20/2020,68,47,South Surrey White Rock,3,2,0,"1,300","$249,900 ","$229,900 ",,0,,Concrete Block,0,MHR,1,7,1,,,Manufactured,"BREAKAWAY BAYS - Double wide 3 bedroom home in great location in the park. 1minute walk to clubhouse and pool. updated kitchen, new doors, new deck, newer hot water tank, new roof over addition , main roof 7yrs old. big lot with lots of room for kids and entertaining. Two pets ok with restrictions 20 at the shoulder."
S,267 1840 160 STREET,F55,"$210,000 ",2019,$305.42 ,9/4/2020,36,48,South Surrey White Rock,2,2,0,"1,008","$219,000 ","$219,000 ",Concrete,0,,Concrete Block,0,MHP,,9,1,,,Manufactured,"This lovely home has been well preserved and cherished. Two very large bedrooms plus lots of space in the family room/ dining room to relax and enjoy your view from the large picture windows. This home has a new SILVER LABEL sticker, newer hot water tank, new paint in 2019, newer appliances(2018) new laminate flooring and updated light fixtures. The backyard offers a private 10 x 10 deck along with a shed and 3 spots to park. The park offers an exercise room, a large Clubhouse with pool tables, TV's etc.., outdoor swimming pool and lots of green space to walk your pet. No age restrictions, 2 pets allowed."
S,138 1840 160 STREET,F55,"$224,150 ",2020,$857.23 ,11/15/2020,10,45,South Surrey White Rock,3,2,0,"1,264","$224,900 ","$224,900 ",Asphalt,0,,Concrete Slab,0,MHR,1,8,1,,,Manufactured,"This totally modern and move in ready, updated 3 bedroom, 2 bathroom, 1260 SF modular home sits on one of the largest lots in Breakaway Bays in South Surrey. A great deal of time and care has been invested updating this bright and open floorplan home. What updates exactly? Kitchen cabinetry, quartz countertops, s/s appliances, cabinetry / sinks in bathrooms, high end LG washer / dryer, vinyl plank floors and paint throughout. On top of all that, you get a large covered deck, a workshop / home office and peaceful, private garden for your summer outdoor living. Loads of dry storage under the home, a storage shed plus parking for up to three cars. Enjoy the amenities too: outdoor pool, activity centre with fully equipped gym and more."
S,102 15875 20  AVE AVENUE,F55,"$300,000 ",2019,"$1,346.73 ",7/20/2020,47,41,South Surrey White Rock,2,1,"3,163.00",980,"$360,000 ","$329,000 ",,0,,Concrete Block,0,MHR,1,5,1,40,79.075,Manufactured with Land,"Sea Ridge Bays. Really nice park in central location in South Surrey. Close to all shopping and amenities, minutes to beach and U.S border. Two bedroom one bathroom, New floors, gas fire place and big yard for the pets. Home is in great location in the park. 2 pets ok  55+ park. maintance only $137 month."
S,22 1840 160 STREET,F55,"$305,000 ",2019,$757.21 ,7/9/2020,132,14,South Surrey White Rock,3,2,0,"1,167","$329,800 ","$329,800 ",,0,,Other,0,MHR,0,7,1,,,Manufactured,"Not your average manufactured home in Breakaway Bays! Built in 2006, this Home has had some more recent modern upgrades including refreshing the kitchen with white finished cabinets, quartz counter tops, Stainless Steel Appliances, updated bathroom with soaker tub, newer water tank, flooring, pot lighting and new fixtures. Other features include vaulted ceilings, vinyl windows, pantry, gas fireplace, deck of the front, storage space in the attic and under the home. Family and pet friendly park with outdoor pool and recreation hall a few steps away. Reasonable pad rental fees and a great community to live in. Pad rent of $1,132 per month currently includes Hydro. Call today!"
S,15871 SUFFOLK ROAD,F55,"$316,000 ",2019,"$1,607.98 ",8/13/2020,7,45,South Surrey White Rock,2,1,"3,705.00",768,"$319,900 ","$319,900 ",Asphalt,0,,Concrete Block,0,CD,1,6,1,40.35,,Manufactured with Land,"You own the land, no monthly pad rental, no monthly strata fee! Cranley Place features a city owned club house and RV storage lot, with a fantastic community. Super affordable option to have your own lot and rancher style home. 2 beds, 1 bath with an updated kitchen, Samsung fridge, Reno'd bathroom, and newer Samsung washer & dryer. Plenty of parking with one carport spot and room for two more on the driveway. Shed included. Short distance to tons of amenities and local shopping outlets, HWY access and the US border. This one won't last!"
S,57 15875 20 AVENUE,F55,"$319,000 ",2019,"$1,354.72 ",10/16/2020,57,41,South Surrey White Rock,2,1,"3,002.00","1,100","$319,900 ","$319,900 ",,0,,Concrete Block,0,MHR,1,5,1,38,79,Manufactured with Land,"Welcome to South Surrey’s Sea Ridge Bays! Well maintained 2 bedroom, 1 bathroom manufactured home, where you OWN THE LAND! Bright, open concept floor plan with an updated kitchen, newer flooring throughout, spa jetted tub in bathroom and newer front load side by side washer & dryer. Other features include a cozy gas fireplace, skylights in the bathroom & living room areas, double glazed thermo windows & plenty of storage space. Great open patio and spacious covered patio for your enjoyment year round. Room for two vehicles on the driveway and a low maintenance, nicely landscaped yard with no grass to cut. 55+ age restriction, pet friendly, low monthly maintenance fee of $137 & access to the club house facility. Centrally located near shopping, recreation, transit, White Rock Beach & more!"
S,28 2120 KING GEORGE BOULEVARD,F55,"$320,000 ",2019,"$1,254.10 ",8/10/2020,38,39,South Surrey White Rock,2,1,"3,035.00","1,064","$350,000 ","$350,000 ",Asphalt,0,,Concrete Slab,0,MOBILE,1,6,1,40,77,Manufactured with Land,"Affordable, Great community - Five Oaks! Backs on to a wonderful green space - fun place to have a family picnic - Bocci anyone The home is in wonderful condition, enjoy the quiet - covered sundeck at the end of the day! Room to plant a few flowers, bit of grass to `water` the puppy. Dad can always find a bit of peace and quiet in the detached tool shed. If quiet, inexpensive, low maintenance living is what your looking for- look no farther. Strata fees only $95 per mo."
S,29 2120 KING GEORGE BOULEVARD,F55,"$334,000 ",2019,"$1,270.07 ",8/28/2020,15,39,South Surrey White Rock,2,1,"2,900.00",964,"$338,000 ","$338,000 ",,0,,Other,0,RMM,1,5,1,39,77,Manufactured with Land,"manufactured home in excellent park, low maintenance fees        backs onto open area , dead end street, central air conditioning       all new windows , covered sundeck with workshop and garden shed        very easy to show and can have immediate possession"
S,120 15875 20TH AVENUE,F55,"$345,000 ",2019,"$1,496.90 ",7/4/2020,17,41,South Surrey White Rock,2,2,"3,316.00","1,152","$350,000 ","$350,000 ",,0,,Concrete Perimeter,0,RM-M,1,6,1,,,Manufactured with Land,"Well maintained 2BR+Den 2BTH King George Corridor double wide home. Sitting on a 3,316 sqft lot, this move in ready home welcomes you in with an open living room leading to your spacious, eat-in kitchen with pantry, stainless steel appliances and ample prep space. Your formal dining with built in bar opens onto your generous patio. Both bedrooms have sizable mirrored closets with master boasting a full en suite. An expansive driveway allows for multiple cars while shed offers additional storage space. Searidge Bays is a highly sought after adult-oriented 55+ community with no pad fees. Conveniently located between King George Blvd and Hwy 99, walk to The Shops At Morgan Crossing and Grandview Corners are drive to the Peace Arch Crossing in less than 10 minutes."
S,66 15875 20 AVENUE,F55,"$366,500 ",2019,"$1,505.83 ",6/19/2020,0,41,South Surrey White Rock,2,2,"3,683.00","1,152","$368,000 ","$368,000 ",Asphalt,0,,Concrete Block,0,MHR,2,7,1,35,,Manufactured with Land,"Fantastic value in this RENOVATED double wide manufactured home, you OWN THE LAND! 2 bedroom + den, with 4 piece ensuite and second bathroom also connecting to second bedroom. Kitchen fully renovated with updated countertops, cabinets, appliances, sink, backsplash, with gas range! Both bathrooms remodeled including walk in shower in the ensuite. Replaced flooring. Massive pantry for all your storage needs, plus a shed outside. Bonus AIR CONDITIONING for those hot summer days! Plenty of parking with 2 spots under the carport and another on the driveway apron. Minimal maintenance with this lot. Right beside visitor parking. Call today to view!"
S,27 1640 162 STREET,F55,"$368,000 ",2019,"$1,478.69 ",6/2/2020,301,39,South Surrey White Rock,2,2,"3,124.00","1,296","$449,000 ","$388,000 ",Aggregate,0,,Concrete Slab,0,MHR,1,7,1,44,,Manufactured with Land,"Bright, Cherry Brook home for those 55+. Spacious 2 bed, 2 bath, 1296 sq.ft., Double-wide home with great floor plan. Ready to move in. Lovely large master bedroom with large master bathroom. End unit, Laminate installed recently, new carpets. Roof replaced 2016, Air-conditioned (heat pump),recently serviced. Spacious Laundry with lots of storage space. Gas BBQ hook up. BARE LAND STRATA - YOU OWN THE LAND. Great Club house with rec room and pool table.  Close to HWY99, US border, Shops, Hospital and Beach. Strata inc garbage, water, sewer, club house, gardening on common property. Great community. End unit. Neighbour on only one side . 2 pets allowed(dogs or cats) with restrictions. Dogs under 25lbs and less than 15  at withers. "
S,167 1840 160TH STREET,F55,"$380,000 ",2019,$202.57 ,6/4/2020,31,46,South Surrey White Rock,4,2,0,"1,310","$419,000 ","$385,000 ",,0,,Concrete Block,0,MHR,1,6,1,,,Manufactured,"Huge 4 bedroom home in Breakaway Bays. Family park 2 pets ok. This home has been renovated from top to bottom, Brand new carport with skylights, All interior wall have sound barrier insulation, New siding, floors, dry wall and paint, appliances and kitchen. Nice low maintance  garden with BIG deck 30'x10'3 for entertaining and family BBQ. Don't be shy, call today for your private viewing. pad rent $1060. 6 MONTHS FREE PAD RENT."
S,70 2120 KING GEORGE BOULEVARD,F55,"$385,000 ",2019,"$1,258.22 ",6/25/2020,8,37,South Surrey White Rock,2,1,"2,970.00",924,"$399,800 ","$399,800 ",Asphalt,0,No,None,0,MFHP,1,5,1,0,0,Manufactured with Land,"Five Oaks completely remodeled and modernized. Everything was done to upgrade and update this home. From redoing all the walls to gyproc, new LED lighting throughout, Brand new Kitchen and Bathroom, plumbing fixtures, flooring and trim. A new floor plan has been created to make the space modern and open. New vinyl windows and painted exterior. This home is in an Adult strata complex where you own the land. A wonderful option to condo living. Lots of room on the property to add your own flair. Garden shed included. Call your agent today and book a private showing."
S,28 1640 162 STREET,F55,"$390,000 ",2019,"$1,517.35 ",8/30/2020,80,37,South Surrey White Rock,2,2,"3,030.00","1,356","$429,000 ","$409,000 ",,0,,Concrete Slab,0,MHR,1,8,1,44,72,Manufactured with Land,"Terrific condo alternative (forget the elevator, drive up to your front door) in beautiful Cherry Brook Park. Very well maintained and taken care of. No high pad fee, only $120 / month and you own the land!!! Roof, skylight, furance, hot water tank, and all new under the home plumbing all updated in 2017. Features a massive covered patio and additional 12' by 9' enclosed storage room! Floorplan includes a large master bedroom, second bedroom, and 2 full bathrooms including an ensuite with soaker tub and separate shower. Complex has a club house with a large rec room, kitchen, library, shuffleboard, and pool table! Central location close to Grandview Corners Shopping, restaraunts as well as White Rock beach."
S,35 2120 KING GEORGE BOULEVARD,F55,"$390,000 ",2019,"$1,380.29 ",8/9/2020,72,37,South Surrey White Rock,2,2,"2,966.00","1,392","$445,000 ","$418,000 ",,0,,None,0,MH RES,1,8,1,42,,Manufactured with Land,"FIVE OAKS! Immaculate 2 bedroom home situated on a self owned lot. Bright spacious open floor plan. Bay windows in dining and living room, gas fireplace, built in cabinets in the dining room, master suite has jetted tub. Private patio. Covered patio and carport.  Age 55+ community, 2 small pets allowed. A pleasure to show!"
S,10 2120 KING GEORGE BOULEVARD,F55,"$420,000 ",2019,"$1,516.00 ",7/14/2020,56,35,South Surrey White Rock,2,2,"3,248.00","1,248","$448,000 ","$448,000 ",Asphalt,0,,Concrete Slab,0,MHR,1,7,1,,,Manufactured with Land,"Great location! Great Community! Low maintenance fees! Great Bones! This manufactured home needs a minor facelift (flooring and paint. Great opportunity my make it your own. With a private rear patio, garden, small lawn (great for the grandchildren or puppy) and a covered sundeck. A wonderful forever home."
S,55 1640 162 STREET,F55,"$435,000 ",2019,"$1,522.44 ",11/2/2020,148,39,South Surrey White Rock,2,2,"3,359.00","1,296","$457,000 ","$457,000 ",,0,,Concrete Slab,0,MHR,1,7,1,42,80,Manufactured with Land,"Cherry Brook living for those over 55+!! This private quiet corner unit has it all. Enjoy this bright well laid out 2 bedrooms/2 bathroom home with a roomy living/dining area with large windows facing East, a gas fireplace, a sunny laundry/utility room, a spacious kitchen with skylight, a covered patio, private backyard with herb/veggie patch & carport. Ready to move in. Possibility to close off the deck - glass panel provided. Laminate throughout, Roof (2006). Maintenance fee is $120/month. Close to Hwy 99, shops and restaurants. You own the land. Don't miss out!! "
S,2136 CUMBRIA DRIVE,F55,"$438,000 ",2019,"$1,816.30 ",9/6/2020,91,8,South Surrey White Rock,2,2,0,"1,056","$455,000 ","$449,500 ",,0,,Concrete Slab,0,CD,2,4,1,,,Manufactured,"HOME IS ONLY 8 YEARS OLD 16 foot wide model in desirable community - rarely available. YOU OWN THE LAND !!! No strata fees ever!, No pad rental fees ever!- Cozy gas fireplace, HUGE MASTER WALK-IN CLOSET. South facing patio WITH HOT-TUB. Private and quiet but close to shopping and transit. Age restriction 50+. Pets welcomed. No rentals. Cranley Place features a city owned Club House and a R.V. Storage lot."
S,6 2303 CRANLEY DRIVE,F55,"$473,000 ",2019,"$1,666.23 ",7/19/2020,4,999,South Surrey White Rock,3,2,"4,622.00","1,389","$489,900 ","$489,900 ",,0,,Concrete Slab,0,RM-M,1,11,1,0,,Manufactured with Land,"Welcome to Sunnyside Park! This is a fantastic gated community - 3 bed, 2 bath mobile home on a HUGE lot with a gorgeous sunroom addition. Nice and bright living room and kitchen with a flowing open floorplan. This is an extremely well maintained home, tasteful kitchen. Entertain in your private backyard with large patio and green space, perfect for gardening.  Sunnyside Estates is EXTREMELY POPULAR and one of South Surrey's most DESIREABLE GATED communities!! Absolutely NO AGE restrictions (All ages - bring your whole family), PETS ALLOWED, SECURITY GATES, NO PAD FEES as YOU OWN YOUR OWN LOT all within walking distance of shops, restaurants and so much more! Rare opportunity to own an affordable rancher-like home!"
S,104 2303 CRANLEY DRIVE,F55,"$478,000 ",2019,"$1,589.87 ",7/19/2020,4,35,South Surrey White Rock,3,2,"4,068.00","1,460","$489,000 ","$489,000 ",Asphalt,0,No,Concrete Slab,0,RM,1,11,1,0,,Manufactured with Land,"Welcome to beautiful sunny side estates in the beautiful King George corridor. This rarely available manufactured double wide home is perfect and move in ready. Located in a very private setting, this home offers peace and quiet that can’t be found in most places. Come on by and have a look!"
S,51 2120 KING GEORGE BOULEVARD,F55,"$480,000 ",2019,"$1,498.50 ",6/21/2020,41,6,South Surrey White Rock,2,2,"3,053.70","1,177","$499,000 ","$499,000 ",Asphalt,0,,Concrete Slab,0,MHR,1,5,1,39.37,12,Manufactured with Land,"Welcome Home!  This six year old, one owner home is immaculate and move in ready.  Large Open Concept Great Room with Vaulted ceiling, lots of widows and Skylights throughout for added natural light.  Fantastic for large family gatherings, the kitchen is well appointed and has plenty of room to add a large island and even more pantry/storage space.  Entertainer's Deck just off living/dining area.  Private Master Bedroom with walk-in closet and full ensuite.  Second Bedroom/Guest Room at opposite end of the home with cross hall full washroom.   Five Oaks is a very well maintained complex close to shopping, restaurants, theater, public transit and easy access to Hwy 99 and 10 minutes to USA Border.  Two pets welcome under 14 inches.  55+ Complex.  Come have a look!"
S,72 2303 CRANLEY DRIVE,F55,"$480,000 ",2019,"$1,554.09 ",7/18/2020,158,35,South Surrey White Rock,3,2,"4,068.00","1,368","$519,000 ","$499,000 ",,0,,Concrete Slab,0,MF,1,7,1,,,Manufactured with Land,"Wonderful double wide Manufactured Home located in our areas #1 Manufactured Home Communities - Sunny Side Estates. Lot located away from Cranley Drive, close to the postal super boxes. #72 is one of the larger floor plans with 3 bedrooms plus a den. Updated Windows - 2016, Roof replace and extended over the addition-2011, New Furnace-2015 (maintained yearly), Stove/microwave vent replaced - 2015, Electrical update 2016 (silver label issued Feb 2020) , comfort toilet & ensuite upgrade - 2016, poly-b water lines & hot water tank replaced-2018, tie downs- 2019. Don't miss this one! Ideal rear yard (pets and kids) Pride of ownership is obvious. Move in ready."
S,42 2303 CRANLEY DRIVE,F55,"$485,000 ",2020,"$1,553.00 ",7/8/2020,42,36,South Surrey White Rock,2,2,"3,315.00","1,416","$483,000 ","$483,000 ",,0,,Concrete Slab,0,MHR,1,8,1,46,,Manufactured with Land,"Manufactured home and land.  Finally the opportunity for first time buyers to buy their home! This wonderful community has no age restriction! In the past few years, younger buyers have discovered this low maintenance, low-cost way of living. Sunnyside Estates is the only bare land strata in our local market that is not focused on retired (55+) owners. Each year  more young couples and singles discover this easy life style. Unit #42 has 2 bedrm/2 bath, Private rear-fenced yard and is perfect for children, the puppy or the family BBQ. When opportunity knocks - for goodness sake-ANSWER THE DOOR!"
S,21 2345 CRANLEY DRIVE,F55,"$495,000 ",2019,"$2,426.83 ",7/30/2020,151,30,South Surrey White Rock,2,2,"3,414.00","1,276","$545,000 ","$499,900 ",,0,,Concrete Perimeter,0,MH,1,8,1,,,Manufactured with Land,"La Mesa!  Beautiful, meticulously cared for 2 bedroom, 2 bath rancher with vaulted ceilings, skylights, gas fireplace and a wonderful 160 sq/ft sunroom.  Pets are welcome (Max 2) in this Adult 55+ community.  Great location, close to shopping and transit."
S,2070 CUMBRIA DRIVE,F55,"$500,000 ",2019,"$1,609.59 ",7/27/2020,3,45,South Surrey White Rock,2,2,"4,093.00","1,366","$509,900 ","$509,900 ",Asphalt,0,,Other,0,CD,1,8,1,32,103,Manufactured with Land,"Welcome to Cranley Place, a rare opportunity to own your own land, no strata fees, no pad rentals! This 1,366 Square foot single wide manufactured home was substantially renovated with an addition in 2006. Electrical, plumbing, heating, improved insulation, finishings and fixtures all replaced inside. Windows, cladding, roof and outdoor patios on the exterior all re-done. Truly a quality and efficient home. Low maintenance 4,093 SF property with a beautiful South facing private outdoor living oasis. 295 SF of out-building storage! Situated in a lovely 50+ community. BONUS features include a city owned club house and RV storage lot (free storage for owners). Short distance to tons of amenities and local shopping outlets, HWY access and the US border. Don't miss out, call today!"
S,64 2120 KING GEORGE BOULEVARD,F55,"$502,500 ",2019,"$1,393.71 ",10/26/2020,133,38,South Surrey White Rock,2,2,"3,540.00","1,840","$519,900 ","$509,900 ",,0,,Other,0,MAN,1,7,1,0,0,Manufactured with Land,"Gorgeous renovated 3 bedroom, open concept 1840 square foot home. Hardwood floors, new kitchen cupboards with granite counters, island and stainless steel appliances. New furnace, roof, and windows. Inside has been totally gyproced, with modern paint colour and large baseboards and trim. Huge master bedroom with spacious ensuite with walk in tile and glass shower with granite vanity. Open concept plan, with french glass doors leading to large family room. Floor to ceiling rock gas fireplace. Dining room and living room enjoy a view of the beautifully landscaped common area and clubhouse out the front window. Lots of visitor parking. This home is ideal for entertaining. Strata fee only $95 per month in this over 55 pet friendly park. Get the Palm Springs feel in safe White Rock."
S,39 2345 CRANLEY DRIVE,F55,"$514,500 ",2019,"$2,357.83 ",10/17/2020,13,30,South Surrey White Rock,2,2,"3,315.00","1,222","$499,800 ","$499,800 ",,0,,Concrete Perimeter,0,MH-R,1,8,1,,,Manufactured with Land,"LA MESA. Your own 1200sf. DETACHED house! Popular 55+ adult- gated complex in South Surrey / White Rock. Walking distance to shopping, restaurants and transit. Good, clean condition in a nice, quiet location ... features 2 bdrms - 2 baths, including a 4 pce master ensuite. Cozy gas fireplace in the living room too. Enjoy the private - covered patio off the kitchen, family room...plus good size laundry room with plenty of storage room. Pets are welcome...sorry No Rentals. Great alternative living ...if you don't like condos or townhouses. Quick possession is available. Definitely put this one on your list! "
S,71 2345 CRANLEY DRIVE,F52,"$527,500 ",2020,"$2,337.07 ",7/22/2020,6,31,South Surrey White Rock,2,2,"3,283.00","1,200","$529,900 ","$529,900 ",Concrete,0,,Concrete Perimeter,0,MHR,1,7,1,,,Manufactured with Land,"La Mesa – Beautiful gated 55+ community in South Surrey free standing home fenced with a garage and a wide flat driveway. Tastefully decorated and recently updated with a wide open floorplan. Livingroom has vaulted ceilings, and sliding glass doors opening onto a covered private patio  Property backs onto green space.2 bedrooms 2 bathrooms spacious laundry room. Gas fireplace. Crawl space great for storage.  Beautiful perennial garden. Low strata fees. Very well run classy community blocks to shopping, transportation and restaurants. Minutes to White Rock beaches"
S,48 2345 CRANLEY DRIVE,F55,"$605,000 ",2020,"$2,452.18 ",11/9/2020,11,31,South Surrey White Rock,2,2,"4,025.00","1,188","$599,000 ","$599,000 ",,0,,Concrete Slab,0,MH-R,2,6,1,65,82,Manufactured with Land,"Perhaps the best location and residence within popular La Mesa. This gem features numerous renovations in recent years, including: fresh interior paint, new furnace, roof replaced in 2012, updated kitchen cabinets and glass enclosure to patio area. This location can boast total south backyard privacy and is one of the few homes with a double garage and bonus parking spot. This home has huge interior storage and is in mint condition. Age restricted to 55+, low maintenance of $149/month and pets are welcome. Hurry on this one, as it won't last long."
S,10 2250 CHRISTOPHERSON ROAD,F53,"$775,000 ",2019,$978.73 ,7/2/2020,9,999,South Surrey White Rock,2,2,"2,510.00","1,277","$795,000 ","$795,000 ",,0,,Concrete Perimeter,0,LUC,1,6,1,50,50.2,House/Single Family,"ROCKCREST ESTATES. Stunning waterfront community on 3.3 acres with 20 homes in desirable Ocean Park/Crescent Beach area. Super cute and cozy updated rancher with ocean view. This extremely well cared for home will impress. Two bedrooms and two full bathrooms. The living room is spacious and features a gas fireplace. There is a fully finished and heated solarium. Sunny southern exposed rear yard with large storage shed.  Huge common area with outdoor pool, play area, steps to the beach and fantastic ocean view. Build your dream home or move right in! A fantastic opportunity. Please call before entering the property."
S,933 PARKER STREET,F54,"$825,000 ",2019,"$5,028.17 ",6/2/2020,8,74,South Surrey White Rock,4,2,"4,135.00","1,748","$849,000 ","$849,000 ",,0,,Concrete Perimeter,874,RS-2,,10,2,33.08,125,House/Single Family,"This character home is minutes away from East beach. Perfect Beach Cottage, with 2 bedrooms, 1 bathroom upstairs and 2 bedrooms, 1 bathroom downstairs in the partially renovated suite with it's own separate entrance. Lots of windows that bring in natural light. Rooftop deck, with an ocean view, perfect for summer entertaining or for simply having your morning coffee. Buy it for yourself and make this your dream home or  keep it as an investment property.Close to bus, parks, schools, shopping and of course steps away from White Rock Beach!"
S,2030 154 STREET,F55,"$865,000 ",2019,"$3,603.55 ",8/27/2020,9,70,South Surrey White Rock,3,2,"7,569.00","1,090","$899,000 ","$899,000 ",,0,,Concrete Perimeter,0,RF,1,8,1,60,,House/Single Family,"This centrally located bright and cosy rancher with detached workshop is situated in the immediate neighborhood of Semiahmoo commercial center and planned Semiahmoo Town Center, right next to Jessie Lee Elementary. Recently replaced flooring and hot-water tank, 3 skylights and bay windows provide plenty of light as well as wall of windows facing the private backyard with mature fruit trees. Free-standing gas fireplace in living room, lots of closet space, and outdoor storages. A great opportunity for either home starters with potential after-school business cashflow, or investors."
